%%% This file is machine-generated.
%%% Date: 2025-09-16 12:43:16
%%% Author: ademin
%%% Generated by: src/generate_scripts.py results/EXAMPLE
%%% Environment: /home/ademin/no-matlab-no-worry/environments/venv

[Name]
seir

[Notes]


[Components]
time,OUTPUT1, OUTPUT2
-0.404,0.2923465596149157,0.881
-0.402,0.2925578143125959,0.881
-0.4,0.2927684029667816,0.881
-0.398,0.2929783267195845,0.881
-0.396,0.2931875867113955,0.881
-0.394,0.2933961840808863,0.881
-0.392,0.2936041199650127,0.881
-0.39,0.2938113954990168,0.881
-0.388,0.2940180118164294,0.881
-0.386,0.2942239700490727,0.881
-0.384,0.2944292713270624,0.881
-0.382,0.2946339167788107,0.881
-0.38,0.2948379075310284,0.881
-0.378,0.2950412447087276,0.881
-0.376,0.2952439294352238,0.881
-0.374,0.2954459628321388,0.881
-0.372,0.2956473460194034,0.881
-0.37,0.2958480801152585,0.881
-0.368,0.2960481662362592,0.881
-0.366,0.2962476054972764,0.881
-0.364,0.2964463990114999,0.881
-0.362,0.2966445478904389,0.881
-0.36,0.296842053243928,0.881
-0.358,0.2970389161801252,0.881
-0.356,0.2972351378055184,0.881
-0.354,0.297430719224926,0.881
-0.352,0.2976256615414985,0.881
-0.35,0.2978199658567214,0.881
-0.348,0.2980136332704219,0.881
-0.346,0.2982066648807597,0.881
-0.344,0.2983990617842499,0.881
-0.342,0.2985908250757365,0.881
-0.34,0.2987819558484249,0.881
-0.338,0.2989724551938603,0.881
-0.336,0.2991623242019509,0.881
-0.334,0.2993515639609482,0.881
-0.332,0.2995401755574724,0.881
-0.33,0.2997281600764885,0.881
-0.328,0.2999155186013394,0.881
-0.326,0.3001022522137168,0.881
-0.324,0.3002883619937072,0.881
-0.322,0.3004738490197157,0.881
-0.32,0.3006587143685779,0.881
-0.318,0.3008429591154483,0.881
-0.316,0.3010265843339014,0.881
-0.314,0.3012095910958757,0.881
-0.312,0.301391980471675,0.881
-0.31,0.301573753530002,0.881
-0.308,0.3017549113379464,0.881
-0.306,0.3019354549609435,0.881
-0.304,0.3021153854629219,0.881
-0.302,0.3022947039061281,0.881
-0.3,0.3024734113511722,0.881
-0.298,0.3026515088571179,0.881
-0.296,0.3028289974814162,0.881
-0.294,0.3030058782799167,0.881
-0.292,0.3031821523068736,0.881
-0.29,0.3033578206149473,0.881
-0.288,0.3035328842552071,0.881
-0.286,0.3037073442771345,0.881
-0.284,0.3038812017286231,0.881
-0.282,0.3040544576559833,0.881
-0.28,0.3042271131039432,0.881
-0.278,0.3043991691156526,0.881
-0.276,0.3045706267326821,0.881
-0.274,0.3047414869950289,0.881
-0.272,0.3049117509411167,0.881
-0.27,0.3050814196077995,0.881
-0.268,0.305250494030362,0.881
-0.266,0.3054189752425277,0.881
-0.264,0.3055868642764489,0.881
-0.262,0.3057541621627224,0.881
-0.26,0.3059208699303845,0.881
-0.258,0.3060869886069145,0.881
-0.256,0.3062525192182374,0.881
-0.254,0.3064174627887282,0.881
-0.252,0.3065818203412079,0.881
-0.25,0.3067455928969527,0.881
-0.248,0.306908781475693,0.881
-0.246,0.307071387095616,0.881
-0.244,0.3072334107733677,0.881
-0.242,0.3073948535240559,0.881
-0.24,0.3075557163612515,0.881
-0.238,0.3077160002969927,0.881
-0.236,0.3078757063417821,0.881
-0.234,0.3080348355046002,0.881
-0.232,0.3081933887928905,0.881
-0.23,0.3083513672125774,0.881
-0.228,0.3085087717680608,0.881
-0.226,0.3086656034622198,0.881
-0.224,0.308821863296415,0.881
-0.222,0.3089775522704907,0.881
-0.22,0.3091326713827768,0.881
-0.218,0.3092872216300915,0.881
-0.216,0.3094412040077429,0.881
-0.214,0.3095946195095323,0.881
-0.212,0.3097474691277559,0.881
-0.21,0.3098997538532057,0.881
-0.208,0.3100514746751724,0.881
-0.206,0.3102026325814492,0.881
-0.204,0.3103532285583324,0.881
-0.202,0.3105032635906236,0.881
-0.2,0.3106527386616325,0.881
-0.198,0.3108016547531785,0.881
-0.196,0.3109500128455933,0.881
-0.194,0.3110978139177228,0.881
-0.192,0.3112450589469295,0.881
-0.19,0.3113917489090944,0.881
-0.188,0.3115378847786193,0.881
-0.186,0.3116834675284283,0.881
-0.184,0.3118284981299732,0.881
-0.182,0.3119729775532266,0.881
-0.18,0.3121169067667052,0.881
-0.178,0.3122602867374365,0.881
-0.176,0.3124031184309961,0.881
-0.174,0.3125454028114915,0.881
-0.172,0.3126871408415683,0.881
-0.17,0.3128283334824121,0.881
-0.168,0.3129689816937508,0.881
-0.166,0.3131090864338565,0.881
-0.164,0.3132486486595479,0.881
-0.162,0.3133876693261923,0.881
-0.16,0.3135261493877074,0.881
-0.158,0.3136640897965642,0.881
-0.156,0.3138014915037883,0.881
-0.154,0.3139383554589626,0.881
-0.152,0.3140746826102277,0.881
-0.15,0.3142104739042879,0.881
-0.148,0.3143457302864119,0.881
-0.146,0.3144804527004275,0.881
-0.144,0.3146146420887362,0.881
-0.142,0.3147482993923062,0.881
-0.14,0.3148814255506785,0.881
-0.138,0.3150140215019676,0.881
-0.136,0.315146088182864,0.881
-0.134,0.3152776265286355,0.881
-0.132,0.3154086374731314,0.881
-0.13,0.3155391219487812,0.881
-0.128,0.3156690808865994,0.881
-0.126,0.3157985152161878,0.881
-0.124,0.3159274258657343,0.881
-0.122,0.3160558137620189,0.881
-0.12,0.3161836798304132,0.881
-0.118,0.3163110249948827,0.881
-0.116,0.3164378501779927,0.881
-0.114,0.316564156300902,0.881
-0.112,0.3166899442833732,0.881
-0.11,0.3168152150437712,0.881
-0.108,0.3169399694990648,0.881
-0.106,0.3170642085648301,0.881
-0.104,0.3171879331552516,0.881
-0.102,0.3173111441831261,0.881
-0.1,0.3174338425598602,0.881
-0.098,0.3175560291954775,0.881
-0.096,0.3176777049986181,0.881
-0.094,0.3177988708765408,0.881
-0.092,0.3179195277351253,0.881
-0.09,0.318039676478874,0.881
-0.088,0.3181593180109149,0.881
-0.086,0.3182784532330022,0.881
-0.084,0.3183970830455189,0.881
-0.082,0.3185152083474797,0.881
-0.08,0.3186328300365316,0.881
-0.078,0.3187499490089567,0.881
-0.076,0.3188665661596741,0.881
-0.074,0.3189826823822416,0.881
-0.072,0.3190982985688579,0.881
-0.07,0.3192134156103648,0.881
-0.068,0.3193280343962487,0.881
-0.066,0.3194421558146426,0.881
-0.064,0.3195557807523291,0.881
-0.062,0.3196689100947398,0.881
-0.06,0.3197815447259649,0.881
-0.058,0.3198936855287391,0.881
-0.056,0.3200053333844617,0.881
-0.054,0.3201164891731882,0.881
-0.052,0.320227153773635,0.881
-0.05,0.3203373280631806,0.881
-0.048,0.3204470129178685,0.881
-0.046,0.3205562092124084,0.881
-0.044,0.3206649178201783,0.881
-0.042,0.3207731396132269,0.881
-0.04,0.3208808754622748,0.881
-0.038,0.3209881262367171,0.881
-0.036,0.3210948928046244,0.881
-0.034,0.3212011760327462,0.881
-0.032,0.321306976786512,0.881
-0.03,0.3214122959300338,0.881
-0.028,0.3215171343261042,0.881
-0.026,0.3216214928362091,0.881
-0.024,0.3217253723205114,0.881
-0.022,0.3218287736378716,0.881
-0.02,0.3219316976458394,0.881
-0.018,0.322034145200658,0.881
-0.016,0.322136117157266,0.881
-0.014,0.3222376143692993,0.881
-0.012,0.3223386376890928,0.881
-0.01,0.3224391879676827,0.881
-0.008,0.322539266054808,0.881
-0.006,0.3226388727989126,0.881
-0.004,0.3227380090471471,0.881
-0.002,0.3228366756453711,0.881
0.0,0.3229348734381542,0.881
0.002,0.3230326032687786,0.881
0.004,0.323129865979241,0.881
0.006,0.3232266624102534,0.881
0.008,0.3233229934012484,0.881
0.01,0.3234188597903747,0.881
0.012,0.3235142624145077,0.881
0.014,0.3236092021092411,0.881
0.016,0.3237036797088963,0.881
0.018,0.3237976960465229,0.881
0.02,0.3238912519538995,0.881
0.022,0.3239843482615352,0.881
0.024,0.3240769857986726,0.881
0.026,0.3241691653932889,0.881
0.028,0.3242608878720976,0.881
0.03,0.3243521540605513,0.881
0.032,0.3244429647828424,0.881
0.034,0.3245333208619061,0.881
0.036,0.3246232231194209,0.881
0.038,0.3247126723758117,0.881
0.04,0.3248016694502507,0.881
0.042,0.3248902151606601,0.881
0.044,0.3249783103237127,0.881
0.046,0.3250659557548359,0.881
0.048,0.32515315226821,0.881
0.05,0.3252399006767739,0.881
0.052,0.3253262017922242,0.881
0.054,0.3254120564250182,0.881
0.056,0.3254974653843756,0.881
0.058,0.3255824294782801,0.881
0.06,0.3256669495134798,0.881
0.062,0.3257510262954955,0.881
0.064,0.3258346606286103,0.881
0.066,0.3259178533158832,0.881
0.068,0.3260006051591453,0.881
0.07,0.3260829169590023,0.881
0.072,0.3261647895148368,0.881
0.074,0.3262462236248098,0.881
0.076,0.3263272200858621,0.881
0.078,0.3264077796937172,0.881
0.08,0.3264879032428817,0.881
0.082,0.3265675915266486,0.881
0.084,0.3266468453370982,0.881
0.086,0.3267256654650982,0.881
0.088,0.3268040527003091,0.881
0.09,0.3268820078311832,0.881
0.092,0.3269595316449676,0.881
0.094,0.3270366249277054,0.881
0.096,0.3271132884642376,0.881
0.098,0.3271895230382048,0.881
0.1,0.3272653294320493,0.881
0.102,0.3273407084270165,0.881
0.104,0.3274156608031568,0.881
0.106,0.3274901873393268,0.881
0.108,0.3275642888131925,0.881
0.11,0.3276379660012293,0.881
0.112,0.3277112196787242,0.881
0.114,0.3277840506197807,0.881
0.116,0.3278564595973131,0.881
0.118,0.3279284473830557,0.881
0.12,0.3280000147475613,0.881
0.122,0.3280711624602032,0.881
0.124,0.3281418912891768,0.881
0.126,0.3282122020015017,0.881
0.128,0.3282820953630233,0.881
0.13,0.3283515721384142,0.881
0.132,0.3284206330911764,0.881
0.134,0.3284892789836429,0.881
0.136,0.3285575105769789,0.881
0.138,0.3286253286311844,0.881
0.14,0.328692733905095,0.881
0.142,0.3287597271563843,0.881
0.144,0.3288263091415651,0.881
0.146,0.3288924806159918,0.881
0.148,0.3289582423338605,0.881
0.15,0.3290235950482136,0.881
0.152,0.3290885395109374,0.881
0.154,0.3291530764727688,0.881
0.156,0.3292172066832919,0.881
0.158,0.329280930890942,0.881
0.16,0.3293442498430097,0.881
0.162,0.3294071642856382,0.881
0.164,0.3294696749638276,0.881
0.166,0.3295317826214359,0.881
0.168,0.3295934880011806,0.881
0.17,0.3296547918446407,0.881
0.172,0.3297156948922581,0.881
0.174,0.3297761978833392,0.881
0.176,0.3298363015560568,0.881
0.178,0.3298960066474515,0.881
0.18,0.3299553138934337,0.881
0.182,0.3300142240287849,0.881
0.184,0.3300727377871595,0.881
0.186,0.3301308559010866,0.881
0.188,0.3301885791019712,0.881
0.19,0.3302459081200964,0.881
0.192,0.3303028436846248,0.881
0.194,0.3303593865236001,0.881
0.196,0.3304155373639483,0.881
0.198,0.3304712969314801,0.881
0.2,0.330526665950893,0.881
0.202,0.3305816451457712,0.881
0.204,0.3306362352385866,0.881
0.206,0.3306904369507075,0.881
0.208,0.3307442510023864,0.881
0.21,0.3307976781127805,0.881
0.212,0.3308507189999333,0.881
0.214,0.3309033743807884,0.881
0.216,0.3309556449711903,0.881
0.218,0.3310075314858831,0.881
0.22,0.3310590346385131,0.881
0.222,0.3311101551416304,0.881
0.224,0.3311608937066904,0.881
0.226,0.3312112510440556,0.881
0.228,0.3312612278629973,0.881
0.23,0.3313108248716968,0.881
0.232,0.3313600427772472,0.881
0.234,0.3314088822856554,0.881
0.236,0.3314573441018427,0.881
0.238,0.3315054289296475,0.881
0.24,0.3315531374718259,0.881
0.242,0.3316004704300543,0.881
0.244,0.3316474285049298,0.881
0.246,0.3316940123959734,0.881
0.248,0.3317402228016294,0.881
0.25,0.3317860604192688,0.881
0.252,0.3318315259451903,0.881
0.254,0.3318766200746216,0.881
0.256,0.3319213435017213,0.881
0.258,0.3319656969195801,0.881
0.26,0.3320096810202226,0.881
0.262,0.3320532964946102,0.881
0.264,0.3320965440326389,0.881
0.266,0.3321394243231449,0.881
0.268,0.3321819380539043,0.881
0.27,0.3322240859116345,0.881
0.272,0.3322658685819966,0.881
0.274,0.3323072867495961,0.881
0.276,0.332348341097985,0.881
0.278,0.3323890323096631,0.881
0.28,0.3324293610660802,0.881
0.282,0.3324693280476349,0.881
0.284,0.3325089339336822,0.881
0.286,0.3325481794025268,0.881
0.288,0.3325870651314316,0.881
0.29,0.3326255917966159,0.881
0.292,0.3326637600732574,0.881
0.294,0.3327015706354942,0.881
0.296,0.3327390241564258,0.881
0.298,0.3327761213081152,0.881
0.3,0.3328128627615896,0.881
0.302,0.3328492491868429,0.881
0.304,0.3328852812528365,0.881
0.306,0.3329209596275005,0.881
0.308,0.3329562849777364,0.881
0.31,0.3329912579694192,0.881
0.312,0.3330258792673942,0.881
0.314,0.3330601495354847,0.881
0.316,0.3330940694364899,0.881
0.318,0.3331276396321876,0.881
0.32,0.3331608607833348,0.881
0.322,0.3331937335496702,0.881
0.324,0.3332262585899149,0.881
0.326,0.3332584365617743,0.881
0.328,0.3332902681219398,0.881
0.33,0.3333217539260894,0.881
0.332,0.3333528946288903,0.881
0.334,0.3333836908839996,0.881
0.336,0.333414143344066,0.881
0.338,0.3334442526607317,0.881
0.34,0.3334740194846326,0.881
0.342,0.3335034444654013,0.881
0.344,0.3335325282516685,0.881
0.346,0.3335612714910637,0.881
0.348,0.3335896748302142,0.881
0.35,0.333617738914753,0.881
0.352,0.3336454643893145,0.881
0.354,0.3336728518975385,0.881
0.356,0.3336999020820707,0.881
0.358,0.3337266155845648,0.881
0.36,0.3337529930456838,0.881
0.362,0.3337790351051011,0.881
0.364,0.3338047424015025,0.881
0.366,0.333830115572587,0.881
0.368,0.333855155255069,0.881
0.37,0.3338798620846789,0.881
0.372,0.3339042366961654,0.881
0.374,0.3339282797232962,0.881
0.376,0.33395199179886,0.881
0.378,0.3339753735546675,0.881
0.38,0.3339984256215531,0.881
0.382,0.3340211486293762,0.881
0.384,0.3340435432070228,0.881
0.386,0.3340656099824069,0.881
0.388,0.3340873495824712,0.881
0.39,0.3341087626331897,0.881
0.392,0.3341298497595686,0.881
0.394,0.3341506115856485,0.881
0.396,0.3341710487345035,0.881
0.398,0.3341911618282439,0.881
0.4,0.334210951488019,0.881
0.402,0.3342304183340172,0.881
0.404,0.3342495629854672,0.881
0.406,0.33426838606064,0.881
0.408,0.3342868881768499,0.881
0.41,0.3343050699504558,0.881
0.412,0.3343229319968634,0.881
0.414,0.3343404749305257,0.881
0.416,0.3343576993649449,0.881
0.418,0.3343746059126735,0.881
0.42,0.3343911951853159,0.881
0.422,0.3344074677935297,0.881
0.424,0.3344234243470272,0.881
0.426,0.3344390654545766,0.881
0.428,0.3344543917240035,0.881
0.43,0.3344694037621923,0.881
0.432,0.3344841021750874,0.881
0.434,0.3344984875676949,0.881
0.436,0.3345125605440836,0.881
0.438,0.3345263217073868,0.881
0.44,0.3345397716598031,0.881
0.442,0.3345529110025984,0.881
0.444,0.334565740336107,0.881
0.446,0.3345782602597326,0.881
0.448,0.3345904713719502,0.881
0.45,0.3346023742703073,0.881
0.452,0.3346139695514252,0.881
0.454,0.3346252578110003,0.881
0.456,0.3346362396438055,0.881
0.458,0.3346469156436918,0.881
0.46,0.3346572864035892,0.881
0.462,0.3346673525155083,0.881
0.464,0.3346771145705418,0.881
0.466,0.3346865731588656,0.881
0.468,0.33469572886974,0.881
0.47,0.3347045822915117,0.881
0.472,0.3347131340116143,0.881
0.474,0.3347213846165702,0.881
0.476,0.3347293346919918,0.881
0.478,0.3347369848225828,0.881
0.48,0.3347443355921394,0.881
0.482,0.334751387583552,0.881
0.484,0.334758141378806,0.881
0.486,0.3347645975589838,0.881
0.488,0.3347707567042655,0.881
0.49,0.3347766193939302,0.881
0.492,0.3347821862063584,0.881
0.494,0.3347874577190317,0.881
0.496,0.3347924345085352,0.881
0.498,0.3347971171505586,0.881
0.5,0.3348015062198975,0.881
0.502,0.3348056022904545,0.881
0.504,0.3348094059352407,0.881
0.506,0.3348129177263771,0.881
0.508,0.3348161382350956,0.881
0.51,0.3348190680317407,0.881
0.512,0.3348217076857704,0.881
0.514,0.3348240577657577,0.881
0.516,0.3348261188393919,0.881
0.518,0.3348278914734801,0.881
0.52,0.3348293762339479,0.881
0.522,0.3348305736858412,0.881
0.524,0.3348314843933275,0.881
0.526,0.3348321089196969,0.881
0.528,0.3348324478273635,0.881
0.53,0.3348325016778668,0.881
0.532,0.3348322710318729,0.881
0.534,0.3348317564491756,0.881
0.536,0.334830958488698,0.881
0.538,0.3348298777084937,0.881
0.54,0.3348285146657478,0.881
0.542,0.3348268699167785,0.881
0.544,0.3348249440170383,0.881
0.546,0.334822737521115,0.881
0.548,0.3348202509827334,0.881
0.55,0.3348174849547563,0.881
0.552,0.3348144399891856,0.881
0.554,0.3348111166371642,0.881
0.556,0.3348075154489764,0.881
0.558,0.3348036369740499,0.881
